entry_id,parl_id,source_id,details,start_date,end_date,amount,source_pdf,source_pagenum
P34_BOYCE_Sue_21_15,BOYCE_Sue,P34_BOYCE_Sue,"Canberra 31 May to 3 Jun 13",2013-05-31,2013-06-03,345.26,P34_BOYCE_Sue.pdf,21
P34_BOYCE_Sue_21_16,BOYCE_Sue,P34_BOYCE_Sue,"Townsville 14 Jul 13",2013-07-14,0000-00-00,23.41,P34_BOYCE_Sue.pdf,21
P34_BOYCE_Sue_21_17,BOYCE_Sue,P34_BOYCE_Sue,"Brisbane to Roma 21 Jul 13",2013-07-21,0000-00-00,57.30,P34_BOYCE_Sue.pdf,21
P34_BOYCE_Sue_21_18,BOYCE_Sue,P34_BOYCE_Sue,"Roma to Taroom 22 Jul 13",2013-07-22,0000-00-00,66.76,P34_BOYCE_Sue.pdf,21
P34_BOYCE_Sue_21_19,BOYCE_Sue,P34_BOYCE_Sue,"Taroom to Duaringa 23 Jul 13",2013-07-23,0000-00-00,74.95,P34_BOYCE_Sue.pdf,21
P34_BRANDIS_George_31_29,BRANDIS_George,P34_BRANDIS_George,"Reimb of toll charges between 4 Dec and 5 Dec 11",2011-12-04,2011-12-05,-19.57,P34_BRANDIS_George.pdf,31
P34_BRANDIS_George_31_30,BRANDIS_George,P34_BRANDIS_George,"Reimb of hire car costs in Sydney between 4 Dec and 5 Dec 11",2011-12-04,2011-12-05,-143.40,P34_BRANDIS_George.pdf,31
P34_BROAD_Andrew_9_13,BROAD_Andrew,P34_BROAD_Andrew,"Canberra 28 Feb to 2 Mar 14",2014-02-28,2014-03-02,183.12,P34_BROAD_Andrew.pdf,9
P34_BRODTMANN_Gai_8_15,BRODTMANN_Gai,P34_BRODTMANN_Gai,"Taxi 8 Mar 13",2013-03-08,0000-00-00,44.73,P34_BRODTMANN_Gai.pdf,8
P34_BRODTMANN_Gai_8_16,BRODTMANN_Gai,P34_BRODTMANN_Gai,"Taxi 8 Mar 13",2013-03-08,0000-00-00,52.27,P34_BRODTMANN_Gai.pdf,8
P34_BRODTMANN_Gai_8_17,BRODTMANN_Gai,P34_BRODTMANN_Gai,"Taxi 28 Apr 14",2014-04-28,0000-00-00,25.45,P34_BRODTMANN_Gai.pdf,8
P34_BRODTMANN_Gai_8_18,BRODTMANN_Gai,P34_BRODTMANN_Gai,"Norfolk Island 28 Apr to 30 Apr 14",2014-04-28,2014-04-30,20.91,P34_BRODTMANN_Gai.pdf,8
P34_BROUGH_Mal_8_3,BROUGH_Mal,P34_BROUGH_Mal,"Taxi 5 Mar 14",2014-03-05,0000-00-00,16.25,P34_BROUGH_Mal.pdf,8
P34_BROUGH_Mal_8_4,BROUGH_Mal,P34_BROUGH_Mal,"Taxi 18 Mar 14",2014-03-18,0000-00-00,13.78,P34_BROUGH_Mal.pdf,8
P34_BROUGH_Mal_8_5,BROUGH_Mal,P34_BROUGH_Mal,"Taxi 17 Apr 14",2014-04-17,0000-00-00,24.43,P34_BROUGH_Mal.pdf,8
P34_BROUGH_Mal_8_6,BROUGH_Mal,P34_BROUGH_Mal,"Taxi 28 May 14",2014-05-28,0000-00-00,16.09,P34_BROUGH_Mal.pdf,8
P34_BROUGH_Mal_8_7,BROUGH_Mal,P34_BROUGH_Mal,"Taxi 28 May 14",2014-05-28,0000-00-00,19.64,P34_BROUGH_Mal.pdf,8
P34_BROUGH_Mal_8_8,BROUGH_Mal,P34_BROUGH_Mal,"Taxi 19 Jun 14",2014-06-19,0000-00-00,15.85,P34_BROUGH_Mal.pdf,8
P34_BROWN_Robert_5_3,BROWN_Robert,P34_BROWN_Robert,"Refund of hire car costs in Melbourne 3 Feb 08",2008-02-03,0000-00-00,-29.00,P34_BROWN_Robert.pdf,5
P34_BURKE_Tony_10_27,BURKE_Tony,P34_BURKE_Tony,"Hobart 16 May to 18 May 14",2014-05-16,2014-05-18,188.27,P34_BURKE_Tony.pdf,10
P34_BURKE_Tony_22_34,BURKE_Tony,P34_BURKE_Tony,"Refund of hire car costs in Cairns between 18 Apr and 23 Apr 11",2011-04-18,2011-04-23,-1786.00,P34_BURKE_Tony.pdf,22
P34_BUTLER_Mark_21_8,BUTLER_Mark,P34_BUTLER_Mark,"Melbourne 19 Feb 13",2013-02-19,0000-00-00,139.02,P34_BUTLER_Mark.pdf,21
P34_BUTLER_Mark_21_9,BUTLER_Mark,P34_BUTLER_Mark,"Sydney to Port Macquarie 21 Feb to 22 Feb 13",2013-02-21,2013-02-22,345.43,P34_BUTLER_Mark.pdf,21
P34_BUTLER_Terri_7_31,BUTLER_Terri,P34_BUTLER_Terri,"Taxi 2 Mar 14",2014-03-02,0000-00-00,44.25,P34_BUTLER_Terri.pdf,7
P34_BUTLER_Terri_7_32,BUTLER_Terri,P34_BUTLER_Terri,"Taxi 16 Mar 14",2014-03-16,0000-00-00,42.95,P34_BUTLER_Terri.pdf,7
P34_BUTLER_Terri_7_33,BUTLER_Terri,P34_BUTLER_Terri,"Taxi 23 Mar 14",2014-03-23,0000-00-00,45.46,P34_BUTLER_Terri.pdf,7
P34_CARR_Kim_22_10,CARR_Kim,P34_CARR_Kim,"Canberra 31 May to 3 Jun 13",2013-05-31,2013-06-03,159.53,P34_CARR_Kim.pdf,22
P34_CASH_Michaelia_14_3,CASH_Michaelia,P34_CASH_Michaelia,"Alice Springs 29 May to 30 May 14",2014-05-29,2014-05-30,116.55,P34_CASH_Michaelia.pdf,14
P34_CHALMERS_Jim_20_15,CHALMERS_Jim,P34_CHALMERS_Jim,"Taxi 17 Nov 13",2013-11-17,0000-00-00,100.00,P34_CHALMERS_Jim.pdf,20
P34_CHALMERS_Jim_20_16,CHALMERS_Jim,P34_CHALMERS_Jim,"Taxi 21 Nov 13",2013-11-21,0000-00-00,100.00,P34_CHALMERS_Jim.pdf,20
P34_CHESTER_Darren_11_8,CHESTER_Darren,P34_CHESTER_Darren,"Taxi 3 May 14",2014-05-03,0000-00-00,68.25,P34_CHESTER_Darren.pdf,11
P34_CHESTER_Darren_24_19,CHESTER_Darren,P34_CHESTER_Darren,"Coolangatta to Ballina Airport 11 Aug to 13 Aug 13",2013-08-11,2013-08-13,525.66,P34_CHESTER_Darren.pdf,24
P34_CHRISTENSEN_George_10_3,CHRISTENSEN_George,P34_CHRISTENSEN_George,"Townsville 14 Feb 14",2014-02-14,0000-00-00,156.24,P34_CHRISTENSEN_George.pdf,10
P34_CHRISTENSEN_George_19_19,CHRISTENSEN_George,P34_CHRISTENSEN_George,"Rockhampton 20 Feb 13",2013-02-20,0000-00-00,88.05,P34_CHRISTENSEN_George.pdf,19
P34_CHRISTENSEN_George_19_20,CHRISTENSEN_George,P34_CHRISTENSEN_George,"Townsville 7 Jun 13",2013-06-07,0000-00-00,67.28,P34_CHRISTENSEN_George.pdf,19
P34_CIOBO_Steven_14_10,CIOBO_Steven,P34_CIOBO_Steven,"Brisbane to Coolangatta 4 Feb to 7 Feb 14",2014-02-04,2014-02-07,281.42,P34_CIOBO_Steven.pdf,14
P34_CIOBO_Steven_14_11,CIOBO_Steven,P34_CIOBO_Steven,"Gold Coast to Southport 13 Feb to 14 Feb 14",2014-02-13,2014-02-14,58.41,P34_CIOBO_Steven.pdf,14
P34_CIOBO_Steven_14_12,CIOBO_Steven,P34_CIOBO_Steven,"Gold Coast 27 Feb to 2 Mar 14",2014-02-27,2014-03-02,156.94,P34_CIOBO_Steven.pdf,14
P34_CIOBO_Steven_14_13,CIOBO_Steven,P34_CIOBO_Steven,"Gold Coast 1 Apr to 3 Apr 14",2014-04-01,2014-04-03,116.83,P34_CIOBO_Steven.pdf,14
P34_CIOBO_Steven_14_14,CIOBO_Steven,P34_CIOBO_Steven,"Surfers Paradise to Brisbane 28 Apr 14",2014-04-28,0000-00-00,93.23,P34_CIOBO_Steven.pdf,14
P34_CIOBO_Steven_14_15,CIOBO_Steven,P34_CIOBO_Steven,"Taxi 22 May 14",2014-05-22,0000-00-00,32.73,P34_CIOBO_Steven.pdf,14
